Student_ID,Student_Name,Study_Hours,Attendance,Assignment_Score,Final_Marks,Result
4553,Courtney Pittman,1,81,56,51,Fail
4554,Anthony Gomez,4,98,69,73,Pass
4555,Charles Cox,4,100,86,71,Pass
4556,Kathy Richards,1,54,49,35,Fail
4557,David Johnson,6,79,74,69,Pass
4558,Laura Cruz,4,71,100,76,Pass
4559,Alexis Willis,1,69,91,61,Pass
4560,Kimberly Jackson,1,65,75,53,Fail
4561,Christine Garrett,1,56,93,52,Fail
4562,Pamela Johnson,8,56,72,74,Pass
4563,Travis Andrade,10,99,40,73,Pass
4564,Stephanie Harrison,8,99,57,75,Pass
4565,Haley Huang,2,51,43,39,Fail
4566,Miguel Kaiser,7,96,94,97,Pass
4567,Ashley Scott,8,63,93,77,Pass
4568,Joel Fuentes,8,80,86,79,Pass
4569,Kristy Logan,10,99,66,84,Pass
4570,Gerald Contreras,7,90,64,79,Pass
4571,Michael Edwards PhD,5,63,94,72,Pass
4572,Paul Garcia,1,54,67,48,Fail
4573,Austin Kelly,9,60,92,86,Pass
4574,Rodney Lindsey,7,89,61,78,Pass
4575,Julia Burton,2,54,81,51,Fail
4576,Richard Burton,6,78,64,70,Pass
4577,Peter Wilson,2,60,56,52,Fail
4578,Leah Madden,1,54,98,59,Fail
4579,Taylor Leblanc,7,98,96,85,Pass
4580,Michele Ewing,2,81,93,62,Pass
4581,Angela Wilson,2,85,83,67,Pass
4582,Bruce Craig PhD,5,64,91,65,Pass
4583,Bethany Tanner,5,68,51,52,Fail
4584,Jerome Mack,7,71,55,62,Pass
4585,Wendy Diaz,1,83,76,60,Pass
4586,Brian Williams,8,66,100,87,Pass
4587,Richard Henderson,3,61,55,46,Fail
4588,Ryan Lee,4,74,56,50,Fail
4589,Thomas Calhoun,9,66,94,88,Pass
4590,David Ball,4,59,100,73,Pass
4591,Jamie Green,10,77,70,83,Pass
4592,Lisa Beck,5,67,54,59,Fail
4593,Steven West,7,100,52,70,Pass
4594,Shari Allen,4,67,79,63,Pass
4595,Carolyn Mann,1,94,66,58,Fail
4596,Brian Jones,9,81,60,71,Pass
4597,Linda Johnson,4,63,41,49,Fail
4598,Jessica Sanders,9,65,47,66,Pass
4599,Ronald Reese,6,99,81,79,Pass
4600,Steven Jones,1,67,46,46,Fail
4601,Tiffany Walker,3,65,49,48,Fail
4602,Rebecca Francis,2,66,96,67,Pass
4603,Lauren Martin,9,56,43,55,Fail
4604,Jonathon Flynn,1,61,82,58,Fail
4605,Michael Brown,9,83,80,87,Pass
4606,Caroline Martinez,9,59,75,86,Pass
4607,William Hudson,8,54,74,78,Pass
4608,Martha Smith,8,70,82,82,Pass
4609,Martin Montgomery,1,52,42,33,Fail
4610,John Vaughn Jr.,8,68,97,79,Pass
4611,Diana Nelson,10,94,57,77,Pass
4612,Paul Newton,3,93,97,78,Pass
4613,Susan Kim,7,84,90,89,Pass
4614,Elizabeth Smith,1,55,85,47,Fail
4615,Clifford Goodwin,1,63,95,56,Fail
4616,Jeffrey Garcia,10,53,82,79,Pass
4617,Brandi Jordan,5,94,63,63,Pass
4618,Heather Keith,5,100,71,71,Pass
4619,Shane Cannon,8,67,73,80,Pass
4620,Kylie Fritz,7,78,98,87,Pass
4621,Christopher Wilkerson,8,84,41,70,Pass
4622,Thomas Johnson,6,87,41,56,Fail
4623,Michael Humphrey,6,65,49,48,Fail
4624,Cameron Murray,2,69,62,49,Fail
4625,Brian Miller,6,73,54,50,Fail
4626,Susan Sosa,5,84,93,80,Pass
4627,Sarah Scott,3,93,51,61,Pass
4628,Michael Montoya,6,100,82,77,Pass
4629,Jesus Newman,8,68,56,70,Pass
4630,Adam Cruz,9,53,57,69,Pass
4631,Maria Watson,1,82,53,43,Fail
4632,Selena Washington,3,51,56,45,Fail
4633,Kevin Lucero,3,62,54,47,Fail
4634,Holly Taylor,8,94,51,77,Pass
4635,Anne Roberts,1,79,98,70,Pass
4636,Mrs. Katherine Morgan,5,83,55,65,Pass
4637,Christopher Mullen,3,79,71,58,Fail
4638,Emily Eaton,2,100,62,68,Pass
4639,Nancy Howell,8,73,77,78,Pass
4640,Thomas Smith,3,97,73,70,Pass
4641,Isabel Hunter,7,93,73,87,Pass
4642,Katherine Walton,1,82,55,53,Fail
4643,Amanda Dodson,6,90,73,74,Pass
4644,Mary Peterson,3,98,79,68,Pass
4645,Richard Moore,8,59,46,51,Fail
4646,Amber Ruiz,6,67,72,59,Fail
4647,David Campos,2,68,43,48,Fail
4648,Kimberly Cochran,6,56,82,58,Fail
4649,Anthony Odonnell,7,68,91,83,Pass
4650,Amy Phillips,5,73,46,59,Fail
4651,Sean Mathews,3,64,57,47,Fail
4652,Elizabeth Holmes,4,90,43,57,Fail
4653,Rebecca Martinez,4,91,88,77,Pass
4654,Matthew Gibbs,6,72,100,80,Pass
4655,Kimberly Beck,10,53,100,92,Pass
4656,Brittany Spence,1,87,50,42,Fail
4657,Shirley Hall,4,53,82,63,Pass
4658,Jeremiah Robertson,10,54,59,67,Pass
4659,Amanda Wise,4,90,50,50,Fail
4660,Amy Sanchez MD,10,93,54,74,Pass
4661,Brandon Curtis,1,72,85,56,Fail
4662,Sandra Smith,9,89,56,76,Pass
4663,Charlene Pope,4,86,73,62,Pass
4664,Richard Harris,7,60,89,72,Pass
4665,Mrs. Amanda Conner,3,60,87,60,Pass
4666,Dustin Cervantes,10,62,51,65,Pass
4667,Colleen Simmons,3,63,81,57,Fail
4668,Laura Perez,8,57,67,71,Pass
4669,Melinda Murillo,8,74,87,89,Pass
4670,Daniel Evans,1,67,74,54,Fail
4671,Jennifer Diaz,10,100,47,79,Pass
4672,Jennifer Martin,2,93,66,60,Pass
4673,Paul Hernandez,8,93,61,74,Pass
4674,Patrick Carter,1,67,93,63,Pass
4675,Nathan Castaneda,8,59,96,85,Pass
4676,Jodi Smith,8,56,63,60,Pass
4677,Joyce Lara,2,99,41,57,Fail
4678,Kimberly Casey,4,93,70,76,Pass
4679,Ashley Porter,6,63,61,56,Fail
4680,Lauren Thomas,9,64,40,67,Pass
4681,Edward Drake,8,65,100,92,Pass
4682,Sandra Murphy,8,51,53,64,Pass
4683,Deborah Joyce,7,79,64,69,Pass
4684,Frederick Caldwell,9,79,75,85,Pass
4685,Mrs. Heather Velasquez MD,2,67,75,52,Fail
4686,Jacob Maxwell,3,80,80,63,Pass
4687,Barbara Young,10,93,42,71,Pass
4688,Bobby Gutierrez,8,97,44,64,Pass
4689,Erin Rodriguez,6,62,40,53,Fail
4690,Cynthia Gamble,10,69,93,89,Pass
4691,John Freeman,9,98,58,83,Pass
4692,Nancy Bentley,10,99,72,66,Pass
4693,Samantha Caldwell,4,84,81,71,Pass
4694,Denise Wright,8,72,93,83,Pass
4695,Bethany Sanchez,10,91,69,79,Pass
4696,William Moore,3,82,51,52,Fail
4697,Brooke James,3,87,49,58,Fail
4698,William Evans,8,84,73,79,Pass
4699,Timothy Cochran,5,100,55,67,Pass
4700,Curtis Freeman,3,85,79,71,Pass
4701,Jonathan Walker,10,69,85,96,Pass
4702,Damon Watts,1,52,68,45,Fail
4703,Mr. Jeffrey Gross,3,57,54,49,Fail
4704,Anthony Ross,9,89,87,84,Pass
4705,William Johnson,5,81,50,70,Pass
4706,Walter Stanley,10,78,83,84,Pass
4707,Joan Mora,2,56,73,43,Fail
4708,Sara Thomas,7,51,75,69,Pass
4709,Thomas Dominguez,2,70,69,47,Fail
4710,Amy Mitchell,4,55,74,65,Pass
4711,Jennifer Bates,7,77,48,66,Pass
4712,Jeffrey Jones,4,97,57,59,Fail
4713,Jessica Berg,7,91,58,75,Pass
4714,Rhonda Rosales,7,85,78,76,Pass
4715,James Williams,1,81,43,47,Fail
4716,Heather Edwards,6,94,45,58,Fail
4717,Jill Baldwin,9,91,90,84,Pass
4718,Nicholas Hughes,2,95,72,65,Pass
4719,Kaitlyn Colon,3,58,71,64,Pass
4720,Bob Chapman,10,60,55,67,Pass
4721,Anita Hoover,5,72,50,53,Fail
4722,Alan Liu,9,99,61,79,Pass
4723,Spencer Poole,4,60,75,53,Fail
4724,Wendy Scott,1,98,89,71,Pass
4725,Kelly Harris,4,51,62,57,Fail
4726,Ethan Edwards,6,52,65,62,Pass
4727,Miss Margaret Cross,5,60,100,72,Pass
4728,Peter Steele,1,99,99,67,Pass
4729,Deborah Arnold,4,84,70,76,Pass
4730,Tara Jones,6,64,68,60,Pass
4731,Nicole Henderson,10,92,44,71,Pass
4732,Shelly Franco,10,60,93,76,Pass
4733,Julie Mason,4,80,77,60,Pass
4734,Frank York,9,77,64,77,Pass
4735,Matthew Gilmore,5,77,99,76,Pass
4736,Thomas Elliott,8,81,73,73,Pass
4737,Sara Cook,9,74,51,66,Pass
4738,Rick Hernandez,10,69,61,73,Pass
4739,Justin Collins,5,77,48,54,Fail
4740,Kristin Johnson,6,74,99,87,Pass
4741,Wesley Donaldson,1,60,59,43,Fail
4742,David Copeland,7,68,68,69,Pass
4743,Mark Fritz,4,77,83,69,Pass
4744,Cindy Walters,2,50,68,49,Fail
4745,George Ramirez Jr.,5,54,84,63,Pass
4746,Christine Bennett,3,59,66,51,Fail
4747,Louis Bass,6,91,93,86,Pass
4748,Tammy Olson,8,95,94,91,Pass
4749,Erica Morrison,7,83,56,65,Pass
4750,David Gentry,3,85,44,38,Fail
4751,Jack Lowe,8,51,91,73,Pass
4752,Valerie Lam DDS,2,67,84,53,Fail
4753,Ashley Nolan,10,62,100,84,Pass
4754,Harold Gilmore,9,100,52,71,Pass
4755,Kara Hughes,4,54,81,66,Pass
4756,Howard Collins,1,69,54,51,Fail
4757,Timothy Wilson,8,51,54,65,Pass
4758,Laura Owen,7,60,57,60,Pass
4759,Kylie Hurley,5,79,89,71,Pass
4760,Taylor Hoffman,10,81,41,63,Pass
4761,Tiffany Ramirez,5,81,62,69,Pass
4762,Miranda Farmer,7,99,82,88,Pass
4763,Sarah Garner,5,87,52,64,Pass
4764,John Bennett,8,77,82,74,Pass
4765,Rebecca Chapman,6,59,43,51,Fail
4766,David Hayden,5,71,86,70,Pass
4767,Tammy Robertson,9,66,93,75,Pass
4768,Andrew Bauer,2,71,94,72,Pass
4769,Jessica Miller,1,92,64,49,Fail
4770,Kristin Chung,8,68,50,61,Pass
4771,Kevin Rangel,3,66,89,56,Fail
4772,Robert Chan,7,73,87,77,Pass
4773,James Alexander,10,85,81,87,Pass
4774,Joseph Norman,8,81,51,74,Pass
4775,Jane Powell,6,95,52,63,Pass
4776,Cynthia Werner,10,85,48,69,Pass
4777,Linda Jones,9,77,98,90,Pass
4778,Johnathan Crane,7,63,92,66,Pass
4779,Sean Miller,10,85,84,96,Pass
4780,Heather Eaton,5,55,77,56,Fail
4781,Daniel Torres,8,58,45,68,Pass
4782,Eric Young,2,70,82,56,Fail
4783,Matthew Simmons,7,61,90,68,Pass
4784,Daniel Johnson,4,79,98,78,Pass
4785,Pam Walsh,9,80,82,86,Pass
4786,Robin Smith,1,89,49,52,Fail
4787,Douglas Walter,7,53,62,62,Pass
4788,Christopher Daniel,6,80,54,75,Pass
4789,Mallory Jacobs,8,76,84,74,Pass
4790,Chris Morgan,5,74,62,69,Pass
4791,Hannah Bonilla,1,54,79,43,Fail
4792,Jennifer Taylor,1,55,76,58,Fail
4793,Holly Cannon,9,54,73,74,Pass
4794,Julia Lopez,10,100,55,90,Pass
4795,James Hanson,6,76,84,79,Pass
4796,Robert Maldonado,10,57,90,72,Pass
4797,Matthew Stewart,5,58,80,63,Pass
4798,Andre Williams,1,64,86,50,Fail
4799,Jason Ortiz,6,85,71,79,Pass
4800,Stacy Dillon,6,90,77,80,Pass
4801,Glenn Cook,3,56,79,58,Fail
4802,Robert White,8,81,95,84,Pass
4803,James Harper,1,57,85,56,Fail
4804,Ronald Campbell,1,96,44,45,Fail
4805,Adrienne Richardson,6,100,56,72,Pass
4806,Matthew Peters,10,64,61,73,Pass
4807,Mr. Daniel Chen MD,1,86,78,56,Fail
4808,Timothy Carter,6,68,80,74,Pass
4809,David Butler,1,88,87,74,Pass
4810,Charles Delgado,6,55,57,50,Fail
4811,Andre Young,3,68,67,61,Pass
4812,Terri Garcia,8,77,52,64,Pass
4813,Sierra Myers,6,66,89,76,Pass
4814,Deborah Braun,1,91,81,60,Pass
4815,Scott Walker,5,68,40,50,Fail
4816,Samantha Cross,8,80,92,84,Pass
4817,Daniel Crawford,3,60,89,69,Pass
4818,David Cortez,6,64,58,60,Pass
4819,Louis Pruitt,5,59,73,60,Pass
4820,Nathan Lowe,6,92,98,84,Pass
4821,Sandra Bailey,10,72,43,78,Pass
4822,Richard Adams,1,52,82,54,Fail
4823,Philip Jones,7,52,42,50,Fail
4824,Dr. Christopher Jarvis II,9,67,80,87,Pass
4825,Joel Long,2,74,49,49,Fail
4826,Nathan Payne,10,92,67,80,Pass
4827,Melanie Kelly,5,69,73,67,Pass
4828,David Campbell,10,78,78,84,Pass
4829,Shawn Herrera,4,71,86,51,Fail
4830,Jonathan Cain,6,99,98,89,Pass
4831,Alex Sanchez,6,64,58,55,Fail
4832,Bridget Smith,2,88,81,58,Fail
4833,Jaime Larson,2,59,95,52,Fail
4834,Nicole Ortiz,4,70,91,70,Pass
4835,Gene Newton,1,78,85,60,Pass
4836,Logan Gray,9,81,75,86,Pass
4837,Benjamin Tucker,7,59,96,73,Pass
4838,Dawn Jones,7,62,82,70,Pass
4839,Amanda Hines,3,96,42,64,Pass
4840,Jennifer Turner,3,72,62,46,Fail
4841,Maria Walsh,1,99,56,61,Pass
4842,Andrea Ingram,3,72,46,45,Fail
4843,Holly Barber,3,80,65,75,Pass
4844,Karen Vargas,4,53,82,64,Pass
4845,Jimmy Jackson,4,98,57,61,Pass
4846,Evan Lopez,3,52,99,57,Fail
4847,Scott Barry,10,70,85,87,Pass
4848,Danielle Gallagher,8,51,85,64,Pass
4849,Leonard Wright,8,53,45,61,Pass
4850,Ashley Wells,1,50,70,39,Fail
4851,Debra Walker,7,64,68,63,Pass
4852,Sarah Howard,2,82,48,36,Fail
4853,Evan Olson,1,55,93,57,Fail
4854,Kimberly Gilbert,3,56,74,57,Fail
4855,Alejandra Hill,4,68,56,55,Fail
4856,Karen Young,6,93,99,77,Pass
4857,Marilyn Garcia,10,50,51,73,Pass
4858,Laurie Villa,5,88,75,71,Pass
4859,Lynn Garcia,4,68,91,66,Pass
4860,Teresa Good,8,94,87,91,Pass
4861,Jeremy Lopez,4,75,100,72,Pass
4862,Eric Adkins,10,93,63,85,Pass
4863,Jonathan West,2,61,49,40,Fail
4864,Jennifer Love,3,71,97,73,Pass
4865,Kimberly Harris,6,62,69,68,Pass
4866,Jennifer Gonzalez,8,77,68,72,Pass
4867,Alexandria Dixon,8,63,78,75,Pass
4868,Carrie Parrish,9,71,49,68,Pass
4869,Philip Stephens,7,79,78,75,Pass
4870,Samuel Bautista,2,93,94,66,Pass
4871,Kelly Perkins,8,69,67,66,Pass
4872,Rachel Lopez,7,93,57,70,Pass
4873,Mrs. Mary Olsen,8,76,80,79,Pass
4874,James Morton,3,87,93,68,Pass
4875,Kimberly Todd,7,91,89,84,Pass
4876,Michael Johnson,10,90,56,68,Pass
4877,Shawn Sanchez,9,83,50,72,Pass
4878,Sarah Cook,3,88,40,52,Fail
4879,Austin Morris,10,90,56,83,Pass
4880,Debbie Williams,6,93,75,83,Pass
4881,Alexandra Lee,2,86,75,65,Pass
4882,Michael Castaneda,2,50,85,64,Pass
4883,Gregory Herrera,5,64,99,74,Pass
4884,Samuel Yu,5,81,48,59,Fail
4885,Melissa Monroe,7,57,84,76,Pass
4886,Catherine Grant,2,82,99,70,Pass
4887,Justin Martinez,7,67,67,66,Pass
4888,Sarah Ortiz,5,94,87,85,Pass
4889,Tony Malone,6,78,72,74,Pass
4890,Felicia Taylor,8,81,42,68,Pass
4891,Molly Walker,10,82,90,86,Pass
4892,Richard Evans,4,54,47,52,Fail
4893,Dr. Debra Parker,7,67,89,77,Pass
4894,Mark Pineda,6,97,45,60,Pass
4895,Joshua Brown,10,59,98,90,Pass
4896,Patricia Ibarra,2,85,91,62,Pass
4897,Emily Green,8,82,100,77,Pass
4898,Jeremy Bell,10,72,97,81,Pass
4899,Sara Douglas,9,89,45,70,Pass
4900,Darren Charles,5,54,68,66,Pass
4901,Tyler Miller,10,83,76,87,Pass
4902,Michael Rivera,4,73,51,54,Fail
4903,Robert Peters,6,66,48,64,Pass
4904,Wayne Thompson,8,80,80,83,Pass
4905,Mark Jones,3,56,88,66,Pass
4906,Leslie Peters,10,66,58,78,Pass
4907,Ashley Brooks,1,77,56,47,Fail
4908,Joseph Wheeler,4,87,93,74,Pass
4909,Amy Diaz,4,71,87,64,Pass
4910,Christopher Terry,1,64,83,60,Pass
4911,Amy Johnson,9,86,71,75,Pass
4912,James Weaver,3,64,74,53,Fail
4913,Bob Scott,5,99,53,66,Pass
4914,Steven Carter,6,99,88,83,Pass
4915,Mrs. April Mendoza,8,74,93,86,Pass
4916,Anita Cunningham,6,70,55,61,Pass
4917,Matthew Anderson,3,87,60,57,Fail
4918,Michelle Johnson,6,51,51,57,Fail
4919,David Wright,1,76,99,70,Pass
4920,Jennifer Brown,4,98,63,58,Fail
4921,Marcus Martin,6,81,73,77,Pass
4922,Kimberly Carlson,7,70,47,59,Fail
4923,Allen Mann,10,53,83,87,Pass
4924,Scott Walker,3,93,60,58,Fail
4925,Robert Price,9,68,87,77,Pass
4926,Mark Boyd,7,51,47,58,Fail
4927,Michael Burton,1,75,67,63,Pass
4928,Wendy Moss,2,83,55,45,Fail
4929,Crystal Lynch,1,63,49,46,Fail
4930,Nathan Paul,9,64,91,85,Pass
4931,Laura Williams,9,69,54,69,Pass
4932,Carla Moses,7,83,43,73,Pass
4933,Yolanda Mendoza,10,85,65,72,Pass
4934,John Gutierrez,3,68,54,57,Fail
4935,Shelby Berg,5,58,75,67,Pass
4936,Kurt Riley,4,56,71,63,Pass
4937,Raymond Austin,7,79,82,83,Pass
4938,Danny Peters MD,9,62,77,78,Pass
4939,Caitlin Gonzalez,2,76,43,44,Fail
4940,Jeremy Bates,8,93,80,81,Pass
4941,Jennifer Blanchard,9,84,48,74,Pass
4942,Tara Hicks,10,62,74,78,Pass
4943,Pamela Brown,10,64,94,86,Pass
4944,James Garcia,9,95,67,80,Pass
4945,Alejandra Ali,10,58,76,76,Pass
4946,Wesley Anderson,7,94,86,87,Pass
4947,Jodi Howard,9,72,99,88,Pass
4948,Julie Jarvis,9,85,48,78,Pass
4949,Deborah Odonnell,3,89,41,45,Fail
4950,Robert Salazar,4,52,42,48,Fail
4951,James Miller,2,83,97,65,Pass
4952,Rebecca Hanson,10,68,92,93,Pass
4953,Vickie Meadows,3,77,83,71,Pass
4954,Devin Gonzales,5,72,87,64,Pass
4955,Lauren Murphy,5,89,44,55,Fail
4956,Rebecca Wood MD,6,98,49,63,Pass
4957,Allison Wood,7,94,67,82,Pass
4958,Cody Stewart,7,56,54,56,Fail
4959,Kimberly Powell,1,90,53,55,Fail
4960,Samantha Crawford,2,61,85,55,Fail
4961,Billy Anderson,9,63,62,76,Pass
4962,Valerie Stevenson,10,95,52,85,Pass
4963,Kenneth Myers,2,64,55,56,Fail
4964,Heather Thompson,6,52,69,60,Pass
4965,John Clark,1,64,79,54,Fail
4966,Michael Ellison,3,100,47,57,Fail
4967,Timothy Dudley,2,73,56,50,Fail
4968,Mark Roman Jr.,3,95,69,63,Pass
4969,Ashley Hoffman,5,57,56,60,Pass
4970,Katelyn Brown,10,54,74,72,Pass
4971,Ralph Reynolds,6,100,40,63,Pass
4972,Jared Henderson,9,53,88,79,Pass
4973,Devin Allen,10,63,97,90,Pass
4974,Daniel Graham,4,65,63,51,Fail
4975,Richard Tran,7,69,87,75,Pass
4976,Taylor Richmond,6,73,88,75,Pass
4977,Danielle Wood,2,55,64,52,Fail
4978,Patricia Hines,10,80,41,69,Pass
4979,Keith Owens,8,55,64,66,Pass
4980,Jennifer Bryan,7,84,53,68,Pass
4981,Bryan Lee,7,64,78,77,Pass
4982,James Yates,8,78,96,76,Pass
4983,Christine Simmons,1,52,90,55,Fail
4984,Elizabeth Williams,1,60,72,56,Fail
4985,Lee Smith,8,52,56,58,Fail
4986,Jeremy Gay,4,77,98,71,Pass
4987,Vanessa Sanchez,5,59,70,67,Pass
4988,Eric Oconnor,8,99,49,72,Pass
4989,James Smith,5,82,45,56,Fail
4990,Alexandra Brock,10,97,78,92,Pass
4991,Joan Ramirez,4,65,64,42,Fail
4992,Julie Cooper,6,59,77,57,Fail
4993,Cody Hart,5,82,76,73,Pass
4994,Casey Hancock,7,85,69,73,Pass
4995,Abigail Joseph,10,52,73,74,Pass
4996,Brian James,7,54,57,57,Fail
4997,Jennifer Bell,4,61,63,54,Fail
4998,Aaron Khan,5,93,88,84,Pass
4999,Lisa Villegas,3,62,95,66,Pass
5000,Sarah Brown,4,73,66,66,Pass
5001,Nichole Landry,4,93,97,78,Pass
5002,Maria Cochran,3,81,66,60,Pass
5003,Lawrence Manning,10,65,94,89,Pass
5004,David Henderson,5,81,78,73,Pass
5005,Frank Ray,5,94,60,63,Pass
5006,Todd Collins,7,86,58,70,Pass
5007,Ryan Cummings,4,85,78,65,Pass
5008,Gregory Weaver,4,70,62,65,Pass
5009,Kara Perez,9,96,78,78,Pass
5010,Nicholas Gomez,6,61,87,74,Pass
5011,Zachary Wade,4,100,83,71,Pass
5012,Katherine Washington,2,70,86,56,Fail
5013,Keith Edwards,6,100,54,68,Pass
5014,Megan Jones,2,70,82,66,Pass
5015,Brian Kane,5,92,41,56,Fail
5016,Shannon Dunlap,6,55,74,55,Fail
5017,Cynthia Green,4,58,90,61,Pass
5018,Kurt Lee,3,50,59,48,Fail
5019,Tara Rodriguez,7,61,67,58,Fail
5020,Kenneth Rodriguez,2,63,96,67,Pass
5021,Laurie Mccarthy,6,55,97,65,Pass
5022,Daniel Mitchell,4,50,54,46,Fail
5023,Julia Nelson,6,71,55,65,Pass
5024,Mark Mills,4,83,72,63,Pass
5025,Andrew Wilson,4,60,86,58,Fail
5026,Bridget Hunt,4,52,51,48,Fail
5027,Cynthia Black,9,91,78,83,Pass
5028,Terri Jensen,7,55,78,75,Pass
5029,Donna Rice,3,55,82,62,Pass
5030,Heather Garcia,3,69,59,56,Fail
5031,Danny Thomas,6,70,68,66,Pass
5032,Laura Ortega,6,51,82,65,Pass
5033,Jacob Henderson,4,75,88,69,Pass
5034,Justin Sexton,9,80,42,59,Fail
5035,Jessica Spears,4,75,87,69,Pass
5036,Ruth Miller,9,81,44,65,Pass
5037,Scott Sanchez,4,59,99,69,Pass
5038,Stephanie Kennedy,2,72,41,44,Fail
5039,Melissa Williams,2,55,62,45,Fail
5040,Shane Richard,5,72,65,67,Pass
5041,Amy Hampton,4,77,65,56,Fail
5042,Kevin Patterson,7,98,46,66,Pass
5043,Christopher Orr,5,79,99,77,Pass
5044,Cody Gordon,6,63,49,62,Pass
5045,James Guzman,10,86,44,74,Pass
5046,Ruth Hendrix,4,81,86,71,Pass
5047,Robert Williams,2,98,51,60,Pass
5048,Peter Ochoa,10,83,71,81,Pass
5049,Adriana Moore,9,90,81,91,Pass
5050,William Lopez,10,93,70,88,Pass
5051,Timothy Houston,7,100,61,82,Pass
5052,Kathryn Miller,4,71,56,54,Fail
5053,Jason Mclaughlin,3,80,59,55,Fail
5054,Sarah Maddox,10,56,59,71,Pass
5055,Roger Lewis,3,90,82,68,Pass
5056,Mr. Kyle Lee,9,70,47,71,Pass
5057,Donna Rodriguez,5,65,86,68,Pass
5058,Ryan Smith,3,69,73,54,Fail
5059,Kelsey Monroe,5,92,88,85,Pass
5060,Frank White,2,93,62,68,Pass
5061,Elizabeth Weber,4,96,77,64,Pass
5062,Lisa Guzman,10,99,92,99,Pass
5063,Amy Foster,2,68,67,57,Fail
5064,Jodi Jones,2,97,52,57,Fail
5065,Kayla Harvey,8,81,68,83,Pass
5066,Sandra Lyons,1,64,100,55,Fail
5067,Ronald Chavez,7,54,47,53,Fail
5068,Suzanne Walker,5,60,50,54,Fail
5069,Jeffrey Mcintyre,8,64,86,82,Pass
5070,Christopher Miller,1,78,84,66,Pass
5071,Heidi Nunez,7,99,57,67,Pass
5072,Lisa Neal,5,94,89,70,Pass
5073,Lisa Rodriguez,4,53,64,57,Fail
5074,Carla Mckee,7,98,88,86,Pass
5075,Jacob Kirby,10,85,61,81,Pass
5076,Paula Lane,2,97,84,73,Pass
5077,Erin Rubio,1,72,100,61,Pass
5078,Donna Greer,1,64,74,51,Fail
5079,Larry Schneider,1,95,68,61,Pass
5080,Mr. Paul Morrow,5,93,60,62,Pass
5081,Ryan Lucas,10,52,95,81,Pass
5082,Kristen Ferguson,7,81,46,64,Pass
5083,Marie Lopez,2,59,100,66,Pass
5084,Maria Medina,10,89,51,70,Pass
5085,Steven Moore,8,87,75,83,Pass
5086,Zachary Hughes,4,71,63,61,Pass
5087,Jesse Meyer,3,63,71,52,Fail
5088,Danielle Blair,10,66,66,87,Pass
5089,Terry Kim,8,70,71,69,Pass
5090,Antonio Young,2,100,98,79,Pass
5091,Gregory Sanchez,3,97,71,68,Pass
5092,Jason King,3,64,71,55,Fail
5093,Jessica Hicks,10,64,65,76,Pass
5094,Alan Blanchard,1,50,50,41,Fail
5095,Anthony Woodward,6,73,85,88,Pass
5096,Tiffany Love,2,61,57,40,Fail
5097,Mitchell Glover,1,59,78,38,Fail
5098,David Kerr,2,95,44,47,Fail
5099,Mary Mcintosh,6,91,55,67,Pass
5100,Darlene Miller,4,91,50,63,Pass
5101,Andrew Phillips,6,80,93,80,Pass
5102,Theresa Lawrence,9,60,74,74,Pass
5103,Rebecca Alvarado,10,65,87,92,Pass
5104,Christina Parsons,10,58,50,63,Pass
5105,Lori Cole,8,96,81,94,Pass
5106,Joyce Thomas,1,63,62,50,Fail
5107,Christopher Rodriguez,8,68,94,89,Pass
5108,Christopher Poole,9,80,73,75,Pass
5109,Christopher Ford,6,58,87,68,Pass
5110,Jamie Wells,10,85,56,71,Pass
5111,Marisa Evans,5,88,49,63,Pass
5112,Dwayne Alexander,6,75,57,65,Pass
5113,Jennifer Clarke,6,57,83,78,Pass
5114,Ernest Miller,9,73,47,68,Pass
5115,Nicholas Bell,4,57,98,61,Pass
5116,David Villanueva,2,68,65,57,Fail
5117,Yesenia Watson,9,96,42,68,Pass
5118,Vanessa Chan,2,97,98,68,Pass
5119,Thomas Franco,10,79,91,94,Pass
5120,James Chase,9,71,63,70,Pass
5121,Theresa Fowler,2,58,42,37,Fail
5122,Brian Cross,8,93,77,90,Pass
5123,Melvin Hamilton,9,97,41,75,Pass
5124,John Thompson,10,53,74,78,Pass
5125,Amy King,9,86,56,68,Pass
5126,Nicole Johnson,10,57,48,70,Pass
5127,Sara Bryant,9,50,75,71,Pass
5128,William Anderson,2,77,61,51,Fail
5129,Joel Parker,4,55,70,59,Fail
5130,Kim Vargas,7,96,94,87,Pass
5131,Amber Warren,2,85,73,53,Fail
5132,Michael Frazier,1,60,63,51,Fail
5133,Dr. David Liu MD,3,54,99,70,Pass
5134,Edwin Smith,4,99,48,58,Fail
5135,Michael Frye,8,73,85,83,Pass
5136,Brenda Burns,6,96,97,90,Pass
5137,Christine Rhodes,2,67,82,50,Fail
5138,Jennifer Mccoy,9,69,41,62,Pass
5139,Jessica Brooks,2,77,60,42,Fail
5140,Carla Clarke,5,62,73,66,Pass
5141,Keith Williams,4,54,66,57,Fail
5142,Gregory Gonzalez,7,79,76,72,Pass
5143,Michael Beasley,8,50,46,57,Fail
5144,Kristen Gibbs,5,71,61,59,Fail
5145,Elizabeth Saunders,10,67,43,57,Fail
5146,Samantha Pierce,5,95,53,71,Pass
5147,Ashley Gibson,2,54,73,53,Fail
5148,Thomas Price,8,80,62,72,Pass
